credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,label
1,all_other,0.1059,72.42,11.00209984,8.14,707,4800.0,20511,62.0,1,0,0,1
1,small_business,0.0964,90.68,11.15625052,18.0,732,3691.0,55720,10.0,2,0,0,0
1,all_other,0.0807,259.58,10.79957558,9.89,772,9870.0,7744,17.1,0,0,0,0
1,all_other,0.0964,169.32,11.15625052,17.57,737,5429.958333,51761,38.0,1,0,0,0
1,credit_card,0.1154,205.4,10.71441777,17.76,717,1500.0,579,23.2,0,0,0,0
1,debt_consolidation,0.1312,162.01,11.35040654,16.87,707,9059.958333,34776,54.3,0,0,0,1
1,debt_consolidation,0.1028,226.8,10.92233487,10.05,692,1890.0,8047,33.8,0,0,0,0
1,all_other,0.1059,162.73,9.61580548,24.4,737,3209.958333,0,0.0,3,0,0,0
1,debt_consolidation,0.1154,158.38,10.1266311,18.19,672,2586.0,409,81.8,0,1,0,0
1,small_business,0.0901,795.11,10.95080655,8.93,822,9696.958333,185,0.5,0,0,0,0
1,debt_consolidation,0.0996,158.83,11.33857208,4.84,727,6330.0,48251,50.1,2,0,0,0
1,all_other,0.1028,97.2,10.54534144,19.93,687,2580.0,772,96.5,0,0,0,0
1,debt_consolidation,0.1154,263.97,10.81977828,8.04,672,3089.0,1019,4.5,1,1,0,0
1,small_business,0.1091,404.62,10.75177778,16.39,692,5640.0,8332,39.9,2,0,0,0
1,all_other,0.0775,307.53,11.15625052,9.09,797,6089.958333,1790,4.5,1,0,0,0
1,debt_consolidation,0.128,839.95,11.22524339,24.85,722,6330.0,62739,74.7,3,0,0,1
1,all_other,0.1059,269.31,11.59910316,24.01,767,4665.958333,29901,71.2,2,0,0,1
1,debt_consolidation,0.1186,265.18,10.858999,11.31,667,1560.0,5867,74.3,1,0,0,0
1,home_improvement,0.0964,802.47,11.26446411,0.8,732,2129.958333,10605,22.1,1,0,0,0
1,debt_consolidation,0.1091,505.16,11.69524702,16.97,697,9659.0,57196,44.5,3,0,0,1
1,home_improvement,0.0901,318.05,12.52452638,2.97,712,4919.0,481,80.2,2,0,0,1
1,educational,0.0838,315.12,10.30895266,4.2,737,1560.0,2282,19.0,1,0,0,0
1,all_other,0.1091,130.79,9.574983486,8.92,672,1140.0,3614,61.3,1,0,0,0
1,debt_consolidation,0.1059,227.82,11.05879518,8.5,682,6839.958333,14930,79.0,1,0,1,0
1,credit_card,0.0996,643.36,11.66134547,13.07,727,10529.95833,33989,82.9,0,0,0,0
1,all_other,0.147,51.78,10.1266311,3.84,632,1530.0,1238,61.9,1,1,0,0
1,educational,0.0901,572.48,10.62132735,15.37,747,7500.0,4746,18.5,2,0,0,0
1,all_other,0.0775,149.87,9.952277717,6.34,752,3029.0,3470,25.5,0,0,0,0
1,all_other,0.0996,96.75,11.03488966,11.98,682,1799.0,12640,83.2,0,0,0,0
1,home_improvement,0.0712,92.8,11.44035477,0.0,812,8250.0,368,1.2,0,0,0,0
1,credit_card,0.1091,192.09,11.09741002,19.82,677,4290.0,30597,89.5,1,1,0,0
1,all_other,0.1154,593.92,10.20359214,10.8,682,5050.0,8537,75.5,0,0,0,0
1,debt_consolidation,0.1091,392.36,10.46310334,15.74,692,1500.041667,15649,54.5,2,0,0,0
1,educational,0.0775,156.11,10.858999,9.55,767,12960.04167,4067,7.3,0,0,0,0
1,debt_consolidation,0.1028,155.52,10.46310334,7.51,687,2795.0,5836,68.7,0,0,1,0
1,credit_card,0.1028,485.99,11.38509209,11.95,702,5070.0,24615,94.7,0,0,0,0
1,all_other,0.1028,116.64,10.30895266,7.88,687,5130.041667,7600,71.7,0,0,1,0
1,debt_consolidation,0.1122,223.34,10.83958091,18.68,682,1889.041667,9495,87.9,2,0,0,1
1,credit_card,0.0775,149.87,9.903487553,10.26,757,6330.041667,4921,30.4,0,0,0,0
1,educational,0.1154,211.17,11.46163217,1.83,667,3421.041667,11200,23.2,1,0,0,0
1,debt_consolidation,0.0743,186.45,11.13730067,6.11,777,7440.041667,2444,5.6,3,0,0,0
1,debt_consolidation,0.0933,790.86,11.00209984,0.82,767,2100.0,916,6.8,0,0,0,0
1,small_business,0.0901,795.11,13.33100224,3.83,782,3660.0,148829,6.6,5,0,0,1
1,credit_card,0.087,126.65,10.69194491,18.71,747,3630.0,3209,12.6,0,0,0,0
1,credit_card,0.1091,294.27,11.28978191,17.17,677,3840.041667,7570,82.3,0,0,0,0
1,debt_consolidation,0.1091,404.62,11.28978191,9.23,687,2519.0,13126,96.5,0,0,1,0
1,debt_consolidation,0.1186,397.77,11.91839057,20.48,687,4452.041667,66654,51.6,1,0,0,0
1,debt_consolidation,0.0743,178.68,11.46163217,1.2,812,16259.04167,50,0.3,0,0,0,0
1,educational,0.1028,29.16,9.392661929,16.7,687,2069.0,3084,65.6,3,0,0,1
1,small_business,0.0996,417.62,11.42954386,6.48,712,5610.041667,2598,23.8,1,0,0,0
1,credit_card,0.1059,130.18,11.03488966,17.81,682,6330.041667,18168,68.5,2,0,0,0
1,all_other,0.1122,98.53,10.40134951,22.79,682,9389.0,24218,85.3,2,0,0,0
1,all_other,0.0807,15.69,9.798127037,4.27,722,1470.0,0,0.0,0,0,0,0
1,credit_card,0.1091,523.14,12.20607265,10.7,697,7320.0,72303,73.7,1,0,0,0
1,all_other,0.087,557.23,11.9381932,0.12,757,1128.041667,1032,5.0,0,0,0,0
1,all_other,0.1122,315.3,10.65725935,14.6,677,3630.0,133,4.2,1,0,0,0
1,debt_consolidation,0.1154,527.93,10.70099475,12.16,682,2130.0,34023,57.7,1,2,0,1
1,major_purchase,0.0743,93.23,11.1844214,11.18,757,4500.041667,12430,29.6,5,0,0,0
1,debt_consolidation,0.0775,202.94,10.77895629,13.53,787,10260.04167,10742,8.9,3,0,0,0
1,debt_consolidation,0.1186,165.74,10.59663473,7.02,667,2789.041667,2197,75.8,0,2,0,1
1,all_other,0.1028,158.76,10.69194491,15.3,692,4410.0,88,23.8,1,3,0,1
1,debt_consolidation,0.1028,485.99,10.81977828,11.88,702,7020.041667,13867,33.7,0,0,0,0
1,all_other,0.0996,322.49,11.19134184,10.28,702,4920.041667,3943,98.6,3,0,0,1
1,debt_consolidation,0.087,189.97,10.08580911,19.45,757,3870.041667,5405,40.0,2,0,0,0
1,debt_consolidation,0.1217,376.24,10.42228135,23.96,712,3030.041667,12102,49.0,1,0,0,0
1,debt_consolidation,0.1217,599.33,11.61045137,18.3,682,4379.0,18076,81.4,1,0,0,0
1,debt_consolidation,0.1217,132.35,10.20359214,23.2,702,5279.041667,4504,39.2,1,0,0,1
1,small_business,0.1186,828.69,10.858999,9.74,712,4859.041667,25852,60.5,0,0,0,0
1,credit_card,0.1091,604.88,10.858999,17.56,707,8061.0,32438,43.0,0,1,0,0
1,debt_consolidation,0.087,538.23,10.93131966,11.51,747,6240.041667,20380,48.1,2,0,0,0
1,credit_card,0.0933,172.55,10.6454249,16.09,707,2220.0,38054,61.2,0,0,0,0
1,small_business,0.1091,604.88,10.49127422,4.67,697,1410.0,25,0.2,2,0,0,0
1,all_other,0.0996,290.24,10.54534144,3.38,697,1782.0,3305,55.1,2,0,0,0
1,major_purchase,0.1186,530.36,11.36674295,15.1,682,3900.0,348,4.8,0,0,0,1
1,all_other,0.087,158.31,10.08580911,6.15,722,1350.0,3015,25.3,0,0,0,0
1,debt_consolidation,0.1059,390.54,10.30895266,19.84,702,2042.041667,7336,71.9,1,0,0,0
1,credit_card,0.1249,301.04,10.858999,4.98,662,6630.041667,8644,72.6,1,0,0,0
1,small_business,0.1154,659.91,11.47210347,17.81,707,3629.0,93,0.0,2,0,0,1
1,small_business,0.0743,217.52,10.66895539,1.65,777,2879.0,2698,9.5,0,0,0,0
1,home_improvement,0.1028,388.79,11.48246626,5.58,697,4800.041667,19009,30.0,0,0,0,0
1,major_purchase,0.087,158.31,10.77895629,0.38,717,12930.04167,498,7.3,2,1,0,0
1,debt_consolidation,0.1217,319.64,11.00209984,19.28,672,4740.0,10358,91.7,2,0,1,1
1,credit_card,0.1028,103.68,11.22524339,9.7,682,12780.0,2105,45.3,0,3,0,0
1,home_improvement,0.0964,154.08,11.00209984,12.94,697,2969.041667,2822,9.9,3,0,0,0
1,debt_consolidation,0.1059,650.9,11.58988651,11.96,707,5070.0,21004,97.7,0,0,0,0
1,all_other,0.1375,81.74,10.75790288,24.08,667,2820.0,11675,75.8,1,0,0,0
1,all_other,0.0901,238.54,9.875088078,10.37,712,1230.041667,3933,43.7,0,0,0,0
1,debt_consolidation,0.128,335.98,10.98189713,7.51,662,4109.041667,7251,80.6,3,0,2,0
1,all_other,0.1217,93.23,10.71441777,19.19,692,4440.041667,88,44.0,1,3,0,1
1,all_other,0.0933,95.87,10.50780352,2.69,697,4680.0,1492,33.2,2,0,0,0
1,debt_consolidation,0.0996,95.94,10.1266311,14.16,692,1918.041667,7121,33.7,0,0,0,0
1,debt_consolidation,0.128,554.37,11.03488966,19.22,677,3060.041667,17641,69.5,2,0,0,0
1,small_business,0.1438,859.07,11.28978191,20.79,682,3059.041667,30946,61.5,3,0,0,1
1,major_purchase,0.0838,472.68,11.2515607,7.96,772,5909.041667,0,0.0,0,0,0,0
1,credit_card,0.1091,586.9,11.22524339,10.34,697,2669.041667,23391,90.7,1,0,0,0
1,major_purchase,0.0964,224.69,9.878169745,21.23,772,5881.0,16324,48.0,0,0,0,0
1,debt_consolidation,0.128,483.81,10.49460201,8.47,662,2670.041667,7104,93.5,2,0,0,1
1,debt_consolidation,0.1217,399.55,10.08580911,14.5,672,1950.041667,9273,43.9,0,0,0,0
1,debt_consolidation,0.1186,232.04,10.82774645,17.02,672,4380.0,6718,94.6,3,0,0,0
1,small_business,0.0964,802.47,11.22524339,17.06,767,5691.041667,12017,12.1,4,0,0,1
1,debt_consolidation,0.1091,304.9,11.16368368,18.96,692,5430.0,5749,43.2,1,1,0,0
1,small_business,0.1249,836.23,11.27545477,7.99,692,4739.0,6530,21.8,0,1,0,0
1,all_other,0.0775,124.89,10.08580911,6.0,752,2729.041667,2666,12.1,0,0,0,0
1,all_other,0.1028,113.4,10.77895629,17.65,687,2070.0,3761,55.4,2,0,0,0
1,credit_card,0.1407,842.47,11.69524702,12.81,677,5340.041667,33698,91.3,0,0,0,0
1,debt_consolidation,0.1091,817.41,11.19821472,22.13,737,9900.0,3472,4.5,1,0,0,1
1,debt_consolidation,0.1596,421.65,10.46287474,20.82,667,6750.041667,14534,48.9,3,1,0,0
1,educational,0.0933,575.17,11.00209984,9.96,732,2732.041667,6703,47.5,1,0,0,0
1,all_other,0.1312,405.03,11.56171563,18.25,667,4358.0,5861,53.8,2,0,0,0
1,debt_consolidation,0.128,167.99,10.14564911,18.65,662,1380.0,5061,72.3,0,1,0,0
1,debt_consolidation,0.0996,677.22,10.89857098,3.77,722,6149.0,16888,39.5,0,0,0,0
1,all_other,0.1154,131.99,10.83863929,9.14,667,3990.0,463,92.6,0,0,0,0
1,debt_consolidation,0.0933,281.2,10.1266311,0.0,712,3360.041667,0,0.0,0,1,0,0
1,debt_consolidation,0.0964,802.47,10.77895629,9.78,742,2550.0,8283,12.7,4,0,0,0
1,credit_card,0.1091,505.16,11.61728548,10.86,687,3420.041667,46525,93.6,0,0,0,0
1,home_improvement,0.0743,180.23,10.62861778,2.32,772,2610.041667,2650,6.6,0,0,0,0
1,small_business,0.0933,798.84,11.51292546,1.57,762,6359.041667,17,0.1,5,0,0,1
1,all_other,0.0933,319.54,10.50506754,19.46,727,4470.041667,827,6.6,2,0,0,1
1,debt_consolidation,0.0964,32.1,8.517193191,18.0,702,1200.041667,961,26.0,2,0,0,0
1,debt_consolidation,0.0964,192.6,9.798127037,2.87,697,1199.041667,1554,29.3,1,0,0,0
1,home_improvement,0.1407,764.64,11.81303006,3.66,672,5790.0,10753,52.3,2,3,0,1
1,all_other,0.0712,30.94,11.69524702,0.65,792,3810.041667,2227,3.8,1,0,0,0
1,credit_card,0.0901,381.66,11.51961693,6.64,722,10290.04167,7606,18.6,0,0,1,0
1,debt_consolidation,0.1249,301.04,11.00209984,4.64,662,2222.0,8355,34.4,0,2,0,1
1,credit_card,0.1438,687.25,11.32659589,16.05,667,2190.0,27293,86.6,0,0,0,0
1,debt_consolidation,0.0964,320.99,11.1124479,3.6,712,2850.0,10157,26.2,0,1,0,0
1,small_business,0.147,862.97,11.3736634,5.79,677,4739.0,4209,75.2,2,0,0,1
1,credit_card,0.0807,250.95,10.89673933,10.44,767,3449.041667,0,0.0,1,0,0,0
1,all_other,0.0743,87.01,10.28793329,3.96,767,3930.0,1773,5.0,1,0,0,0
1,all_other,0.0775,62.45,10.08580911,2.4,742,2290.041667,949,55.8,1,0,0,1
1,home_improvement,0.1375,851.41,11.22524339,19.78,687,2399.041667,12308,43.6,2,0,0,1
1,credit_card,0.1059,244.09,10.59600954,12.1,687,4019.0,7914,30.8,3,2,0,0
1,debt_consolidation,0.1438,687.25,10.65725935,15.7,672,3690.0,9150,96.3,0,0,0,0
1,debt_consolidation,0.1122,656.86,10.55986701,14.04,702,1800.0,21777,53.7,3,0,0,0
1,all_other,0.128,537.57,11.48440253,12.43,667,2580.0,4281,63.0,3,0,0,0
1,debt_consolidation,0.0964,320.99,10.12502982,8.17,712,3300.0,4475,63.0,0,0,0,0
1,debt_consolidation,0.0996,386.99,11.51292546,8.17,707,3839.041667,25413,45.2,2,0,0,0
1,small_business,0.0838,315.12,11.58058411,2.28,742,4740.0,15043,65.2,2,0,0,0
