id,label,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
43174,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,808,0,5,0,4,5,5,4,2,2,0,5,5,2,3,0,0.0
8381,satisfied,Male,Loyal Customer,32,Personal Travel,Eco,2419,0,5,0,4,4,0,4,4,2,3,3,3,3,4,0,8.0
6633,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2178,0,5,0,4,1,0,1,1,5,2,5,3,4,1,0,0.0
96245,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,724,0,5,0,4,3,5,4,2,2,0,2,3,2,3,4,0.0
30582,satisfied,Male,Loyal Customer,31,Personal Travel,Eco,2310,0,5,0,4,5,0,5,5,5,3,5,3,4,5,5,5.0
20868,satisfied,Male,Loyal Customer,63,Personal Travel,Eco,2361,0,5,0,4,1,0,2,1,3,2,1,1,2,1,6,1.0
114034,satisfied,Male,Loyal Customer,63,Personal Travel,Business,521,0,5,0,4,3,5,5,5,5,0,5,4,5,5,4,3.0
93944,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,527,0,5,0,4,2,4,4,1,1,0,1,4,1,3,24,14.0
4300,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,537,0,5,0,4,3,4,4,3,3,0,3,4,3,4,0,0.0
18386,satisfied,Male,Loyal Customer,20,Personal Travel,Eco,2142,0,5,0,4,5,0,5,5,4,3,5,4,4,5,3,0.0
103700,satisfied,Male,Loyal Customer,42,Personal Travel,Eco,1933,0,5,0,4,4,0,4,4,4,4,5,5,4,4,0,0.0
13748,satisfied,Male,Loyal Customer,48,Personal Travel,Eco,1723,0,5,0,4,3,0,2,3,5,4,4,3,5,3,0,0.0
63350,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,398,0,5,0,4,4,5,4,1,1,0,1,3,1,3,5,0.0
4687,satisfied,Male,Loyal Customer,17,Personal Travel,Eco,1434,0,5,0,4,5,0,5,5,5,3,5,5,4,5,0,0.0
114522,satisfied,Female,Loyal Customer,40,Personal Travel,Business,1983,0,5,0,4,2,4,4,4,4,0,4,5,4,4,129,119.0
48236,satisfied,Male,Loyal Customer,41,Personal Travel,Eco,2076,0,5,0,4,1,0,1,1,5,2,5,2,1,1,0,0.0
11043,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,270,0,5,0,4,5,4,4,1,1,0,5,3,1,3,0,12.0
113731,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1452,0,5,0,4,4,0,4,4,5,4,5,4,4,4,16,2.0
35965,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1447,0,5,0,4,2,0,3,2,3,5,3,4,1,2,0,0.0
9077,satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1708,0,5,0,4,2,0,2,2,4,3,4,5,5,2,2,0.0
1210,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,85,0,5,0,4,3,4,5,2,2,0,2,3,2,5,0,0.0
122092,satisfied,Male,Loyal Customer,45,Personal Travel,Eco,1356,0,5,0,4,4,0,4,4,2,5,1,4,4,4,0,1.0
51007,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1096,0,5,0,4,5,0,3,5,5,3,4,5,4,5,0,0.0
33073,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,50,0,5,0,4,2,4,4,3,3,0,3,4,3,4,0,0.0
47695,satisfied,Male,Loyal Customer,22,Personal Travel,Eco,2890,0,5,0,5,5,0,5,5,5,2,4,5,4,5,0,0.0
74711,satisfied,Male,Loyal Customer,15,Personal Travel,Eco,2450,0,5,0,5,2,0,2,2,4,5,4,3,5,2,4,1.0
8760,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2577,0,5,0,5,5,0,5,5,5,2,5,5,4,5,0,0.0
14034,satisfied,Male,Loyal Customer,62,Personal Travel,Eco,2488,0,5,0,5,5,0,5,5,4,5,5,5,5,5,0,0.0
54558,satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2725,0,5,0,5,2,0,2,2,5,4,4,4,5,2,0,0.0
86984,satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2547,0,5,0,5,4,0,2,4,3,4,4,4,4,4,1,0.0
125725,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,918,0,5,0,5,3,4,5,3,3,0,3,3,3,4,0,0.0
66319,satisfied,Male,Loyal Customer,61,Personal Travel,Eco,2466,0,5,0,5,2,0,2,2,5,5,4,4,5,2,11,2.0
75787,satisfied,Male,Loyal Customer,63,Personal Travel,Eco,2351,0,5,0,5,5,0,2,5,3,2,5,3,1,5,0,0.0
78390,satisfied,Male,Loyal Customer,47,Personal Travel,Eco,2236,0,5,0,5,1,0,1,1,4,5,4,4,2,1,0,0.0
24630,satisfied,Male,Loyal Customer,66,Personal Travel,Eco,1463,0,5,0,5,1,0,1,1,5,5,5,4,4,1,0,5.0
82167,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,334,0,5,0,5,5,4,4,4,4,0,4,4,4,4,0,0.0
11263,satisfied,Male,Loyal Customer,24,Personal Travel,Eco,2016,0,5,0,5,2,0,2,2,3,3,4,4,5,2,0,0.0
108505,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1719,0,5,0,5,1,0,3,1,3,5,5,5,5,1,0,0.0
102718,satisfied,Male,Loyal Customer,33,Personal Travel,Eco,1502,0,5,0,5,3,0,3,3,3,4,4,4,5,3,0,0.0
122884,satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1254,0,5,0,5,5,0,5,5,4,5,5,3,5,5,0,0.0
98476,satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,231,0,5,0,5,4,2,2,3,3,0,3,5,3,5,0,0.0
51171,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1729,0,5,0,5,4,0,4,4,5,5,4,2,2,4,0,0.0
32991,satisfied,Male,Loyal Customer,8,Personal Travel,Eco,1359,0,5,0,5,3,0,3,3,4,3,1,1,1,3,0,0.0
61817,satisfied,Male,Loyal Customer,64,Personal Travel,Eco,2759,0,5,1,1,4,1,4,4,3,4,4,5,5,4,2,0.0
31747,satisfied,Male,Loyal Customer,14,Personal Travel,Eco Plus,1849,0,5,1,1,3,1,3,3,3,5,5,3,5,3,4,0.0
24846,satisfied,Male,Loyal Customer,54,Personal Travel,Eco,2017,0,5,1,1,5,1,5,5,4,4,4,5,4,5,0,0.0
99583,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,840,0,5,1,1,3,4,4,4,4,1,2,5,4,3,0,4.0
118703,satisfied,Male,Loyal Customer,34,Personal Travel,Eco,1693,0,5,1,2,4,1,4,4,4,5,4,4,4,4,5,0.0
74876,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2242,0,5,1,3,5,5,4,3,3,1,3,5,3,3,0,0.0
55754,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3191,0,5,1,3,5,1,5,5,3,2,4,4,1,5,7,0.0
101822,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2817,0,5,1,3,2,1,2,2,4,5,4,5,4,2,0,0.0
126743,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,4105,0,5,1,4,1,1,1,1,5,5,4,3,5,1,0,0.0
34218,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2883,0,5,1,4,3,1,3,3,5,4,5,4,4,3,0,0.0
35877,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2479,0,5,1,4,1,1,1,1,3,2,5,5,4,1,61,52.0
95625,satisfied,Male,Loyal Customer,10,Personal Travel,Eco,2266,0,5,1,4,5,1,4,5,3,3,5,3,5,5,0,0.0
103578,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,729,0,5,1,4,5,5,4,3,3,1,3,3,3,5,0,0.0
47579,satisfied,Female,Loyal Customer,69,Personal Travel,Business,1252,0,5,1,5,3,3,5,4,4,1,4,3,4,3,13,23.0
98883,satisfied,Male,Loyal Customer,56,Personal Travel,Eco,2456,0,5,1,5,4,1,4,4,5,5,5,5,5,4,0,0.0
123730,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,1201,1,0,0,1,5,0,5,5,5,5,4,4,5,5,0,0.0
7927,satisfied,Female,Loyal Customer,8,Personal Travel,Eco Plus,2364,0,0,0,2,2,4,2,3,3,0,3,5,3,2,0,0.0
39315,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2187,0,0,0,3,2,0,2,2,3,3,4,4,4,2,0,0.0
33060,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1693,0,0,0,3,3,4,3,1,1,0,1,4,1,3,0,0.0
32873,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1582,1,0,0,3,1,0,1,1,2,4,3,5,1,1,0,2.0
7261,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,51,0,0,0,3,4,3,4,2,2,0,2,4,2,5,0,4.0
66458,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1248,0,0,0,3,2,5,5,5,5,0,5,5,5,3,1,3.0
29514,satisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,1117,0,0,0,3,3,3,3,3,3,0,1,2,3,5,0,0.0
87865,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1737,1,0,0,4,1,0,1,1,4,4,5,3,5,1,0,0.0
46711,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1351,1,0,0,4,5,0,5,5,5,2,5,4,4,5,4,2.0
41931,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1109,1,0,0,4,4,0,4,4,3,3,4,3,4,4,0,0.0
31894,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,3560,0,0,0,4,2,0,2,2,3,2,5,2,5,2,0,0.0
126758,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,3434,1,0,1,1,2,1,2,2,3,3,4,3,4,2,14,11.0
17840,satisfied,Female,Loyal Customer,46,Personal Travel,Eco Plus,1218,0,1,0,1,5,2,1,5,5,0,5,2,5,2,0,0.0
97176,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2393,0,1,0,2,1,2,2,1,1,0,1,2,1,3,0,9.0
79356,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2193,1,0,1,1,4,1,4,4,4,2,5,5,4,4,38,32.0
117455,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2356,1,0,1,1,1,1,5,1,5,4,5,3,4,1,0,13.0
24716,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2421,1,0,1,1,4,1,4,4,3,4,4,5,4,4,0,0.0
13468,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1802,1,0,1,1,4,1,4,4,5,5,4,5,4,4,0,0.0
82494,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1808,0,1,0,2,0,1,1,2,1,1,2,1,3,1,23,90.0
106412,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1476,0,1,0,2,3,0,3,3,2,5,2,3,2,3,0,0.0
80878,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,530,0,1,0,3,2,0,2,2,2,2,2,2,3,2,15,3.0
45975,satisfied,Female,Loyal Customer,21,Personal Travel,Business,1218,0,1,0,3,2,0,2,2,2,3,3,4,3,2,0,12.0
3711,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1668,1,0,1,1,4,1,4,4,4,5,1,5,1,4,0,
14109,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1565,1,0,1,1,5,1,5,5,5,3,5,5,5,5,0,0.0
43228,satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,1707,0,1,0,3,4,0,3,4,1,2,3,1,4,4,33,35.0
70767,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Business,365,1,0,1,1,4,4,5,3,3,1,3,3,3,4,0,0.0
5826,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1869,0,1,0,3,4,0,4,4,4,3,3,1,4,4,0,0.0
88663,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,955,1,0,1,1,1,1,4,1,4,3,4,5,5,1,12,0.0
33761,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1152,0,1,0,3,3,0,3,3,2,1,2,2,3,3,0,0.0
33016,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1534,0,1,0,3,4,3,4,2,2,0,2,4,2,1,0,11.0
45829,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1232,0,1,0,3,2,0,2,2,4,2,3,3,3,2,0,0.0
87833,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,262,0,1,0,3,2,0,2,2,2,2,3,1,3,2,0,0.0
41152,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1062,0,1,0,3,3,0,3,3,2,2,4,3,4,3,0,0.0
7289,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,145,0,1,0,3,2,0,2,2,3,4,3,2,3,2,3,0.0
51169,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,72,0,1,0,3,3,0,3,3,1,2,3,2,3,3,17,13.0
122126,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,1518,1,0,1,1,5,1,5,5,3,3,3,4,4,5,0,0.0
39454,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1098,1,0,1,1,1,1,1,1,4,5,5,4,4,1,0,1.0
83338,satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,3557,0,1,0,3,5,4,3,3,3,0,3,4,3,4,0,0.0
92378,satisfied,Female,Loyal Customer,26,Personal Travel,Business,3562,0,1,0,4,4,0,4,4,2,1,3,3,4,4,0,0.0
83219,satisfied,Female,Loyal Customer,43,Personal Travel,Business,2002,0,1,0,4,1,0,1,1,3,1,4,2,4,1,0,0.0
118245,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,3046,1,0,1,2,3,1,2,3,4,5,5,5,5,3,13,15.0
83885,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,3345,1,0,1,2,1,1,1,1,3,2,5,5,5,1,0,3.0
97205,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1256,0,1,0,4,5,0,5,5,3,1,4,2,4,5,32,18.0
69452,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2280,0,1,0,4,4,3,3,3,3,0,3,1,3,1,0,0.0
73021,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,1122,0,1,0,4,4,3,4,5,5,0,5,3,5,4,0,2.0
37918,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1025,0,1,0,4,5,0,4,5,4,2,3,2,4,5,45,57.0
110175,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,893,0,1,1,2,2,1,2,2,3,5,3,4,2,2,0,0.0
98446,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1998,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12.0
85292,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2172,1,0,1,2,4,1,4,4,2,2,3,3,5,4,0,0.0
25391,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco Plus,2095,1,0,1,2,3,1,1,3,4,2,5,4,5,3,0,0.0
30123,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2327,0,1,1,3,2,1,2,2,3,2,2,1,2,2,0,0.0
16680,neutral or dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1530,1,0,1,2,1,1,1,1,3,5,5,3,5,1,0,0.0
4054,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2129,0,2,0,1,5,0,5,5,3,3,5,5,5,5,24,2.0
98125,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1672,1,0,1,2,2,1,2,2,4,3,5,3,4,2,0,18.0
11784,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2226,1,0,1,2,2,1,2,2,4,1,4,2,1,2,0,1.0
66556,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1856,1,0,1,2,4,1,4,4,4,3,4,4,4,4,0,0.0
42857,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2141,0,2,0,2,2,0,2,2,2,5,1,4,1,2,0,0.0
104886,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,367,0,2,0,2,2,0,3,2,1,1,1,2,3,2,21,12.0
103173,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1705,1,0,1,2,4,1,5,4,5,4,5,4,4,4,17,10.0
45837,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,264,0,2,0,3,2,0,2,2,4,3,3,1,4,2,0,0.0
11205,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1199,0,2,0,3,0,3,3,1,2,4,4,3,2,3,21,25.0
1219,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1908,1,0,1,2,1,5,5,5,2,5,5,5,3,5,244,236.0
7255,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1657,1,0,1,2,1,1,1,1,4,4,5,3,5,1,0,0.0
122110,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,50,0,2,0,3,5,2,5,5,3,1,3,2,4,5,0,0.0
41934,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1206,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,9.0
50650,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1713,1,0,1,2,5,1,5,5,3,1,5,5,3,5,9,14.0
125469,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,2845,0,2,0,3,3,3,3,4,4,0,4,4,4,1,0,0.0
62056,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,3492,0,2,0,3,1,0,1,1,1,1,2,3,3,1,0,0.0
59403,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,3863,1,0,1,3,1,1,1,1,4,2,4,3,5,1,2,0.0
73972,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,2376,0,2,0,3,3,3,3,4,4,0,4,1,4,1,0,9.0
83334,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,3151,0,2,0,3,3,0,4,3,2,1,4,4,4,3,0,13.0
86724,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2905,1,0,1,3,5,1,5,5,5,5,4,4,4,5,4,0.0
80600,neutral or dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,2896,1,0,1,3,4,1,4,4,1,5,2,4,4,4,0,0.0
129512,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2897,1,0,1,3,1,1,1,1,2,3,4,2,4,1,1,0.0
64219,satisfied,Female,Loyal Customer,47,Personal Travel,Business,1668,0,2,0,3,1,2,3,3,3,0,3,1,3,2,16,0.0
64217,satisfied,Female,Loyal Customer,55,Personal Travel,Business,1662,0,2,0,3,4,5,5,2,2,0,2,4,2,3,3,2.0
66463,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2998,1,0,1,3,2,1,2,2,4,4,4,3,4,2,9,1.0
70629,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,1218,0,2,0,3,5,0,2,5,3,2,4,3,3,5,0,0.0
64390,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2843,1,0,1,3,4,1,4,4,3,4,5,4,4,4,0,7.0
38155,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2804,1,0,1,3,4,1,4,4,4,2,5,3,4,4,0,0.0
73014,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2955,1,0,1,3,4,1,4,4,5,2,5,3,5,4,0,0.0
80065,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2353,1,0,1,3,5,1,5,5,5,2,5,5,4,5,122,112.0
14645,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2415,0,2,0,3,3,4,3,1,1,0,1,3,1,1,0,0.0
13786,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,888,0,2,0,3,3,0,3,3,3,5,4,4,4,3,0,3.0
25596,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1956,0,2,0,3,4,0,4,4,2,5,4,3,3,4,5,0.0
24665,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2407,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0
109566,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,889,0,2,0,3,5,0,5,5,2,5,4,1,4,5,95,93.0
119534,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2148,1,0,1,3,1,1,2,1,4,5,5,5,5,1,0,0.0
37023,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco Plus,2782,1,0,1,3,1,4,3,2,5,3,3,3,2,3,293,302.0
85324,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1900,0,2,0,3,5,2,3,1,1,0,1,4,1,4,0,0.0
108621,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2287,1,0,1,3,1,1,1,1,1,1,5,2,5,1,44,34.0
20985,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,763,0,2,0,3,1,3,4,2,2,0,2,1,2,1,0,20.0
14143,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,1825,1,0,1,3,2,1,1,2,3,1,3,3,2,2,0,0.0
55554,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1814,1,0,1,3,4,1,4,4,1,2,3,5,1,4,122,124.0
24498,satisfied,Female,Loyal Customer,68,Personal Travel,Eco,578,0,2,0,3,1,0,1,1,2,1,3,1,3,1,15,33.0
113105,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,575,0,2,0,4,5,0,5,5,4,1,4,2,3,5,0,0.0
86866,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1815,1,0,1,3,3,1,3,3,5,4,5,1,3,3,0,0.0
10244,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Business,465,1,0,1,3,4,5,4,2,2,1,2,5,2,5,0,0.0
107627,neutral or dissatisfied,Female,Loyal Customer,38,Personal Travel,Eco,2371,1,0,1,3,1,4,4,3,2,5,5,4,5,4,184,195.0
116081,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,386,0,2,0,4,1,2,4,3,3,2,3,2,3,2,30,25.0
63366,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1942,0,2,0,4,3,0,3,3,1,3,4,4,3,3,0,0.0
117831,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1980,1,0,1,3,5,1,5,5,3,5,5,5,4,5,12,9.0
120032,satisfied,Female,Loyal Customer,36,Personal Travel,Eco Plus,1839,0,2,0,4,3,3,4,5,5,0,5,2,5,2,0,0.0
95363,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1311,1,0,1,3,4,1,4,4,1,1,2,5,1,4,0,2.0
90401,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Business,315,1,0,1,3,5,4,4,5,5,1,5,4,5,3,0,0.0
50597,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2056,1,0,1,3,1,1,5,3,5,4,4,5,3,5,186,175.0
45845,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,243,0,2,0,4,2,2,2,2,4,3,3,2,4,2,0,0.0
32004,satisfied,Female,Loyal Customer,19,Personal Travel,Business,1664,0,2,0,4,5,3,3,4,4,0,4,1,4,2,0,0.0
87883,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,1875,1,0,1,3,1,4,5,3,4,4,4,5,3,5,145,136.0
119336,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1996,1,0,1,3,4,1,4,4,4,2,5,3,5,4,0,0.0
3410,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1829,1,0,1,3,2,1,2,2,4,4,5,5,5,2,0,37.0
9098,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,1096,1,0,1,3,4,1,4,4,5,3,5,4,4,4,101,97.0
9711,neutral or dissatisfied,Female,Loyal Customer,33,Personal Travel,Eco,2112,1,0,1,3,1,1,1,3,1,5,3,1,3,1,165,179.0
20478,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Business,57,1,0,1,3,4,4,5,3,3,1,3,3,3,4,5,2.0
20509,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1892,0,2,0,4,5,4,4,4,4,0,4,4,4,3,0,0.0
1114,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,53,0,2,0,4,4,0,4,4,3,1,4,3,3,4,0,0.0
24285,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1696,1,0,1,3,5,1,2,5,4,2,5,3,5,5,0,0.0
31896,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,3710,1,0,1,4,4,1,4,4,2,5,3,3,3,4,0,0.0
128794,satisfied,Female,Loyal Customer,52,Personal Travel,Business,2486,0,2,0,4,3,0,3,3,2,1,3,2,4,3,0,6.0
62790,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,3411,1,0,1,4,2,1,2,2,4,1,4,5,5,2,2,0.0
52806,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Business,2439,1,0,1,4,2,5,4,2,2,1,2,3,2,3,60,106.0
59132,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,3357,1,0,1,4,2,1,2,2,2,4,3,1,3,2,68,78.0
86725,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,3162,0,2,0,4,5,0,5,5,2,1,3,1,3,5,26,19.0
86733,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2751,1,0,1,4,5,1,5,5,4,4,5,4,5,5,0,0.0
54269,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2773,1,0,1,4,2,1,2,2,2,3,5,2,4,2,0,0.0
93991,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2686,0,3,0,2,4,0,4,4,2,1,3,1,3,4,3,0.0
73029,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2355,1,0,1,4,2,1,4,2,5,4,5,5,4,2,0,0.0
5859,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2248,1,0,1,4,5,1,4,5,3,5,4,2,2,5,0,3.0
5868,satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,1030,0,3,0,2,2,0,2,2,3,3,3,2,3,2,0,0.0
79994,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2612,1,0,1,4,5,1,5,5,4,2,5,3,4,5,1,0.0
111602,satisfied,Female,Loyal Customer,15,Personal Travel,Eco Plus,2258,0,3,0,2,2,3,5,2,2,0,2,1,2,4,0,3.0
85287,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2260,1,0,1,4,4,1,4,4,3,4,2,3,1,4,0,0.0
24664,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1752,1,0,1,4,4,1,4,4,1,3,3,1,1,4,0,0.0
42328,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2139,0,3,0,2,3,2,2,5,5,0,5,1,5,3,0,3.0
119575,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,2042,1,0,1,4,1,1,1,1,4,3,4,4,3,1,0,0.0
